Train_Year,Test_Year,Target_Year,Actual_Pct,Predicted_Pct,Error_PP,Accuracy,Precision,Recall,F1_Score
2019,2020,2021,49.36498239235495,55.83734410156308,6.47236170920813,0.7681105432293762,0.7343954313772583,0.8306837847627481,0.7795776343558051
2020,2021,2022,48.259047007619024,62.343866539525486,14.084819531906462,0.7582161840651819,0.6931277826574189,0.8954231104068238,0.7813947135924609
2021,2022,2023,48.44562987651078,60.55092401813168,12.105294141620902,0.7465731403031305,0.690772843531717,0.8633788861677666,0.7674909429321634
2022,2023,2024,48.0525201878446,59.925879499686616,11.873359311842016,0.7440798975393084,0.6874024222030225,0.8572535750404053,0.7629895393881783
2023,2024,2025,52.77009802161502,61.87928620157266,9.109188179957641,0.738788553373308,0.7153301613090403,0.838810641627543,0.7721649807397201
