Train_Year,Test_Year,Target_Year,Actual_Pct,Predicted_Pct,Error_PP,Accuracy,Precision,Recall,F1_Score
2019,2020,2021,90.2261427585145,68.53719956489994,21.688943193614563,0.710574024129179,0.9470823549873902,0.7194186782637417,0.817699746279443
2020,2021,2022,92.82187331829039,71.5716726932845,21.25020062500589,0.7293875508643397,0.9594040206838328,0.7397626022214085,0.8353874250534102
2021,2022,2023,96.02633712057747,72.16488776383537,23.8614493567421,0.7297501686825553,0.9780812118397851,0.7350391881313251,0.8393198982270506
2022,2023,2024,97.65466750233898,76.7546847607888,20.899982741550176,0.7717252091451617,0.9874437869822486,0.7761117673869165,0.8691155102104589
2023,2024,2025,93.34314746328678,76.92003877778177,16.423108685505014,0.7847833111916986,0.9668580497596042,0.7967457783590415,0.8735976381273725
